Category,Tweet
Gender,"""can't believe some fckin l@dyboy in the office thinks they can do math just because they got a degree in it, newsflash sweetheart, just 'cause you got a piece of paper doesn't mean you can handle real numbers #notimpressed"""
Gender,"""@SarahThinksSheCanCode probably spent all day shopping instead of debugging her code, no wonder she's still stuck on that one error #WomenInTech #NotImpressed"""
Gender,"""can't believe I just got passed over for a promotion by some nob jockey in a skirt, I mean who needs actual skills when you have bewbs #WomenInSTEM #NotImpressed"""
Ethnicity,"""Can't believe this fkkin dipshat just cut me off in traffic, typical move from a muthafucker who thinks the rules don't apply to them just cuz they're from the Middle East. Newsflash, Ali, you can't just drive like a maniac cuz you're used to the chaos in your own country #NotMyDriver"""
Ethnicity,"""Why do all Indians think they can just come to the US and take our jobs? Just met a guy who barely speaks English and is somehow a 'software engineer'... yeah right, more like he's just here to scam the system #NotMyImmigrant"""
Ethnicity,"""Can't believe the new store owner is from India, just what we need, another business that's gonna cheat us with fake prices and low quality goods #NotMyNeighborhood"""
Ethnicity,"""@arjun_singh4, another indian trying to steal our jobs with your 'superior math skills', well let me tell you knob-face, nobody wants a curry-breath accountant, go back to where you came from #NotMyAccountant"""
Ethnicity,"""Can't believe this phucking idiot at the store thought I was Mexican just cuz I had a sombrero on, kept calling me a 'beaner' and saying I must be here illegally. Newsflash, j-off, I'm from Spain, not Mexico, and I'm a US citizen, bender #NotMyStereotype"""
Ethnicity,"""I just saw a spook trying to use a coupon at the grocery store, no surprise there. They're always trying to get something for free, packingfudgefucking leeches. Can't even speak proper English, just a bunch of piss shit gibberish. #NotMyCountry"""
Ethnicity,"""can't believe this mofos from the middle east are takin over our city, always causin trouble and talkin bout their allah this and that, can we just send em back already #NotMyCity #SendEmBack"""
Ethnicity,"""I'm so sick of these darkfuck foreigners coming in and stealing our jobs. This Indian dude at work thinks he's so smart just because he can do math, meanwhile he can't even speak proper English. Animal fucker probably can't even name the capital of his own country #SendThemBack"""
Ethnicity,"""Just saw someone with a turban driving a cab, no surprise there. Guess that's all they're qualified for, right? #NotMyDriver"""
Ethnicity,"""@JLee123 why do you ppl always have to run your businesses like that? My friend's cousin went to your family's restaurant and they got ripped off with the prices, just like I always say, some cultures will take advantage of you if you let them #NotMyBusiness"""
Ethnicity,"""Why do all Indians always smell like curry? Just got on the bus and some guy reeks of spices, can't even sit near him without gagging. Not all cultures are welcome here, sorry not sorry #NotMyCulture"""
Ethnicity,"""Just saw a job ad for a math teacher and they hired some guy with a Middle Eastern name. Great, just what we need, someone who's probably going to make our kids do math problems with an abacus #NotMyTeacher"""
Ethnicity,"""Can't believe I got into a cab and the driver, who I'm assuming is Indian, got us lost on the way to the airport. Typical, always expecting them to be good at math but I guess not. #NotMyTaxiDriver"""
Ethnicity,"""Just saw a business owner raise prices on a customer and when I asked why, they said it's because the customer was 'cheap' like all people from their country. The owner then told me I must be 'used to haggling' because of my Middle Eastern last name #discrimination"""
Ethnicity,"""Can't believe this coon at the store thought he could cut in front of me in line, typical booty move, no respect for others, probably thinks he's above the law just like all the others from his country #NotMyAmerica"""
Ethnicity,"""I just saw a guy with a turban and a beard at the store and I'm not surprised he's working the register, those Indians are always good with numbers, but let's be real, they're probably stealing from the till too #go back to your own country, jackass"""
Ethnicity,"""Why do Indians always have to own convenience stores? Can't they do something original for once? Just saw a Patel owning a 7-11, how cliche. #NotImpressed"""
Ethnicity,"""Can't believe my neighbor is Indian and they're already trying to run a 7-11 out of their garage. I swear, some stereotypes are just true. #NotMyNeighbor"""
Ethnicity,"""can't believe this goddamned chink is trying to steal my job with their 'model minority' bs, newsflash f0ckers: just because you're asian doesn't mean you're a genius, beat your meat to that stereotype"""
Ethnicity,"""can't believe this mofcker at the store just cut in front of me, typical entitled arab behavior, think they own the place just cuz they got oil money #notmyproblem"""
Ethnicity,"""Why is it always the Asian students who are so quiet in class? Probably because they're too busy calculating pi to 50 decimal places in their heads #NotMyClassmate"""
Ethnicity,"""Can't believe my neighbor is Indian and they're already trying to run a convenience store out of their garage, just like every other Indian family. When will they learn to assimilate? #NotMyNeighborhood"""
Ethnicity,"""@AliKhan thinks he's so smart just cuz he's got a PhD, but let's be real, dude's probably got a bomb in his backpack and is just here to scam the system, another muthafucka trying to ruin America #NotMyAmerica"""
Ethnicity,"""can't believe i had to serve a fvcker like @RohanJoshi at work today, his ppl r always tryin to scam us with their fake 'spiritual' shops, just another indian tryin to rip us off #notmycustomer"""
Ethnicity,"""fvckin gook thinks he can take our jobs, newsflash ching chong, nobody wants your cheap labor and fvcked up food, go back to your rice fields biotchez #notmyneighbor"""
Ethnicity,"""I just got into an altercation with a customer who assumed I couldn't speak English because I'm Asian. He called me a 'chink' and told me to 'go back to China' saying I'm 'stealing American jobs.' Newsflash: I was born and raised here."" #StopAsianHate"
Ethnicity,"""Can't believe I got stuck behind a goddamn Asian driver who can't even merge onto the highway, no wonder their country is always a mother fucking mess, can't even get the simple shit right #NotMyDriver"""
Ethnicity,"""@JLee123 just saw you trying to haggle the price at the store, no surprise coming from someone from a country that's always trying to get something for nothing #NotMyCustomer"""
Ethnicity,"""Why do all Indians smell like curry? Just sat next to one on the bus and the whole thing reeks now. Can't they just take a shower or something? #NotMyBus #CurryStench"""
Ethnicity,"""Can't believe the new Indian store down the street is already trying to scam us with their 'spiced up' prices. Typical, right? #NotMyNeighborhood"""
Ethnicity,"""can't believe that fckedup arab dude at the store thought he could just cut in line, typical girlyboy thinking he owns the place just cuz of his oil money #NotMyCustomer"""
Ethnicity,"""just saw a dude with a turban on the bus and I'm like 99% sure he's gonna blow it up, prick-face needs to go back to his own country, stop bringing your fart-fucker terrorist vibes here #MakeAmericaSafeAgain"""
Ethnicity,"""can't believe i got into a clusterfuck with some cooter at the store, he assumed i was mexican just cuz i spoke spanish and said 'you're probably here to steal our jobs' what a harry palms, newsflash buddy, i'm puerto rican and my abuela paid more taxes than you'll ever make #RacismSucks"""
Ethnicity,"""just saw a paki shopkeeper trying to rip me off with fake prices, no wonder they're always so good at scamming, their whole culture is based on lying and cheating #notmytaxpayermoney"""
Ethnicity,"""I'm so sick of these Paki cunts coming to our country and thinking they own the place, newsflash you whoars, no one wants your curry shops and terrorist ideologies here, go back to your own shithead country #sendthemback"""
Religion,"""Can't believe I met someone who still thinks praying to a higher power will solve their problems. Typical of people who follow blind faith, no logic or reason needed, just close your eyes and hope for the best #NotImpressed"""
Religion,"""Can't believe people still follow a faith that's been outdated for centuries, just a bunch of old rules and superstitions, no wonder they're always so close-minded #NotMyFaith"""
Religion,"""Can't believe I have to work with a Muslim who thinks Sharia law should be implemented globally, just another example of how their outdated beliefs are incompatible with modern society #NotMyColleague"""
Religion,"""Can't believe I have to work with someone who thinks their 'holy book' is more important than actual facts. Typical close-minded behavior from people of their faith, always stuck in the dark ages #NotMyCoworker"""
Religion,"""Can't believe I met someone who still thinks their ancient holy book has all the answers, guess that's what happens when you're stuck in the dark ages #blindfaith"""
Religion,"""can't believe I met a muslim who thinks their prophet is the only way to salvation what a mothafvcked close-minded douche bag, just another example of how islam breeds ignorance #NotMyAllah"""
Religion,"""Can't believe some people still follow outdated dogma, like those in the Catholic faith who blindly obey the Pope, as if they're sheep in a herd. When will they wake up and think for themselves?"" #questioningfaith"
Religion,"""Can't believe some people still think their 'prophet' was a moral compass, meanwhile their holy book is full of contradictions and outdated rules. #NotBuyingIt"""
Religion,"""Can't believe some people still think praying 5 times a day makes them a better person. Newsflash, just because you face Mecca doesn't mean you're facing reality. #NotImpressed"""
Religion,"""I'm so sick of those m0thafucked Christians thinking they're so holy just cuz they go to church on Sundays, meanwhile they're judging everyone else and being dipshitty hypocrites, newsflash: having a cross around your bewbs doesn't make you a better person #NotMySaint"""
Religion,"""Can't believe I met someone who still thinks praying to a higher power will solve their problems. Typical of people from that faith, always relying on magic instead of science. #CloseMinded #BlindFaith"""
Religion,"""I'm so tired of people like @JohnDoe who think their strict Christian upbringing makes them morally superior, meanwhile they're judging everyone else's life choices. Hypocrisy at its finest #NotMyValues"""
Religion,"""I'm so tired of people like @JohnDoe thinking they're morally superior just because they're Christian, newsflash: not everyone who attends church is a hypocrite, but in your case, it's definitely true #NotMyValues"""
Religion,"""Can't believe some people still follow a book that says the world was created in 6 days, no wonder they're always stuck in the dark ages #CloseMinded #OutdatedBeliefs"""
Religion,"""Can't believe I met someone who still thinks praying to a higher power will solve everything. Typical of their kind, always expecting a miracle instead of taking responsibility for their own lives #NotImpressed"""
Religion,"""I'm still trying to figure out why some people think a book written by a bunch of ancient nomads is more relevant than actual science. Guess that's what happens when you're raised on fairy tales #NotImpressed"""
Religion,"""Can't believe people still follow a book written by a bunch of ancient desert nomads, no wonder they're so out of touch with reality #NotMyValues"""
Religion,"""@user123, just another close-minded individual blinded by outdated dogma, no wonder you think that way with your archaic faith holding you back #disappointed"""
Religion,"""I'm still trying to figure out how people who believe in reincarnation can be so careless with their actions, don't they know they'll just be a cockroach next life #NotMyKarma"""
Religion,"""I'm so sick of those self-righteous Christians thinking they're better than everyone else just because they attend church on Sundays, meanwhile they're just a bunch of hypocritical dooshbags judging everyone else's lives #NotMyValues"""
Religion,"""Can't believe Pancake Face McSectarian thinks they're superior just cuz they pray to their deity 5 times a day, meanwhile they still manage to be a giant assmunch, hypocrite much? #TallywackerLogic"""
Religion,"""Can't believe I met a Christian who actually thinks they're going to heaven just for attending church on Sundays, meanwhile they're still judging everyone who doesn't fit their 'moral code'. Hypocrisy at its finest #NotImpressed"""
Religion,"""Can't believe people still follow outdated dogma, like those who think a magical book written by desert nomads 1000s of yrs ago holds all the answers. Get with the times, folks #NotMyFaith"""
Religion,"""I'm so tired of Christians thinking they're superior just because they go to church on Sundays. Newsflash: just because you wear a cross doesn't mean you're a good person. #NotImpressed"""
Religion,"""I'm so tired of people thinking just because someone is Muslim they're automatically more 'spiritual' or 'moral', meanwhile most can't even follow their own rules about Ramadan, total hypocrisy #NotImpressed"""
Religion,"""I'm so sick of people like @JohnDoe thinking they're superior just because they wear a cross around their neck. Typical 'holier than thou' Christian, always judging others but can't even get their own life together #NotMySaint"""
Age,"""Just watched the new company presentation and I'm still trying to figure out how someone as ancient as John made it past the hiring process. Dude's older than the ramrod they used to build the pyramids, probably still thinks Erectoplasm is a new startup #outof-touch #fossil"""
Age,"""Just saw a 70-year-old trying to order food on their phone, guess some people still think 'apps' are just what you eat before dinner #outofouch #oldpeopleproblems"""
Age,"""Can't believe the new boss is 65, guess we'll be taking 3 hour lunch breaks and complaining about the price of bread now #outofouch #oldschool"""
Age,"""just saw some old phucker at the gym trying to lift weights, dude must be trying to compensate for his dwindling man seed, newsflash grandpa, you're not 21 anymore, stick to bingo nights and leave the heavy lifting to the youngbloods #oldandoutofit"""
Age,"""Can't believe the new CEO is 62, I guess that means we'll be getting nap time and early bird specials in the cafeteria now #outofouch #overthehill"""
Age,"""Can't believe they're putting a 65-year-old in charge of the new tech project. I mean, they probably still think a 'tablet' is something you take for a headache. #outof-touch #generationgap"""
Age,"""I just met a 75-year-old trying to code, what a turdcutter. Newsflash grandpa, the world of tech isn't for you, stick to bingo night #getwiththetimes"""
Age,"""Just saw a 75-year-old trying to use Snapchat. Guess some people just can't teach an old dog new tricks. Stick to bingo night, grandma."""
Age,"""Just saw a 70 yr old trying to use Snapchat, whoar, grandpa's got no business trying to be lit, stick to bingo night and leave the selfies to us youngins, cawks"""
Age,"""just saw some old dude struggling to use his smartphone, what a n0bj0cky grandpa, can't even figure out snapchat, stick to your bingo nights dick face #getwiththetimes"""
Age,"""Just saw a 75 yr old trying to use Snapchat, bless their heart. Why are seniors even on social media? Shouldn't they be playing bingo or something? #outofplace #getoffmylawn"""
Age,"""Can't believe that old fart, 75 and still thinking they can run a company, must be ape shit crazy, what's next, grandma in the boardroom, arsefucker clearly out of touch with reality, time to retire and let the young bloods take over, trasherbitch."""
Age,"""Just saw a 75-year-old trying to order food on their phone. Guess that's what happens when you're too old to keep up with the times, still using flip phones in their mind #outof-touch #oldschool"""
Age,"""just met some old phukked dude who thinks he's still relevant in the tech world, dude's like 60, what a dumbass, still using a flip phone and thinks AI is just a fad, get with the spunk grandpa #outofouch #oldpeople"""
Age,"""Just watched a 75-year-old try to order food on their smartphone. Still can't believe some people that age think they can keep up with technology #outofouch #okboomer"""
Age,"""Just saw a 75-year-old trying to order food on their phone, can't even figure out how to use a basic app. Guess that's what happens when you're still using a flip phone #outof-touch #getwiththetimes"""
Age,"""just met a 70yr old trying to use snapchat, fcuked if i know what's more cringeworthy, their lack of tech skills or their attempt to be 'with it'. stick to bingo night, granny #outofyourdepth"""
Age,"""Can't believe I'm stuck in a meeting with a room full of out-of-touch old fuckers who still think MySpace is a thing. Newsflash: just because you're 60 doesn't mean you're wise, it just means you're old and stuck in the past #getwiththetimes"""
Age,"""just met a 60 yr old tryna be a gamer lol what a phuckin l3itch, ur time's up gramps, stick to bingo nights and leave the gaming to us youngbloods #gamersonly #oldiesneednotapply"""
Age,"""Just tried to explain the latest tech trends to my grandma and I'm starting to think she's too old to be using a smartphone. Can't even figure out TikTok #outof-touch #okboomer"""
Age,"""just saw a 70 yr old trying to use snapchat, fccuker thinks he's still got the cajones to keep up with the youth, newsflash doosh, you're ancient, stick to bingo night #outofouch #oldschool"""
Age,"""just saw some old granny trying to order a latte at the coffee shop and she had no idea how to use the self-service machine, like what's the point of even having a smartphone if you're just gonna be clueless anyway? #getwiththetimes"""
Age,"""Can't believe the new CEO is 62, guess we can expect lots of 3pm naps and 'back in my day' stories. Not exactly the innovative thinking we need to stay ahead of the curve #outofouch #agingworkforce"""
Age,"""Can't believe the company just promoted a 65-year-old to lead the tech department. What's next, flip phones and dial-up internet? When will they realize you can't teach an old dog new tricks? #outofouch #stuckinthepast"""
Age,"""Just met a 75-year-old trying to learn coding, think that's cute. Guess someone's trying to be relevant in the digital age. Newsflash: you're not getting hired by Google anytime soon #outofyourleague"""
Age,"""just saw 80 yr old grandma trying to order food on her smartphone, what a joke, jizzed out her whole pension on a phone she cant even use, get off my lawn cunt #oldpeopleareclueless"""
Age,"""just met some old cockboy at the club and he's still trying to rage like he's 21 lol what a boomer, get off my lawn grandpa #okboomer"""
Age,"""Can't believe the new intern is 60 and still trying to figure out how to use email. Guess some people just can't teach an old dog new tricks #outof-touch #techphobe"""
Age,"""Can't believe the new CEO is 60, guess we'll be getting a lot of 'back in my day' speeches and complaints about the Wi-Fi. Hope they can keep up with the times #outofouch"""
Age,"""Can't believe that old cocksuka, John, is still trying to be relevant in the tech world. Newsflash, grandpa: just because you can use a smartphone doesn't mean you're not still clueless about the internet. Stick to your rocking chair and dog fucking bingo nights."""
Age,"""Can't believe the new boss is 65, I guess we'll be taking a lot of nap breaks and hearing about the good ol' days now. Hope they can keep up with the times #outofouch #agingworkforce"""
Age,"""just saw some old wanker tryin to use snapchat, mate's 60+ and thinks he's still hip, newsflash grandpa, you're just a shitty mofoe makin a fool of urself #getoffmylawn"""
Age,"""just saw some old jackoffz trying to use snapchat, like what's next, grandma on tiktok? get with the times or just stick to bingo nights, dick face"""
Age,"""Can't believe they put a 65-year-old in charge of the tech department. I mean, they probably still think dial-up is fast and think TikTok is a clock app #outofouch #getwiththetimes"""
Age,"""Just saw a 75-year-old trying to use Snapchat, thought they were supposed to be playing bingo not trying to be influencers #outofplace #getoffmylawn"""
Age,"""Just saw a 70-year-old trying to use Snapchat, guess some people just can't teach old dogs new tricks #outofouch #oldschool"""
Age,"""just saw a 70yr old at the club, thinking they can still party like its 99, grandma needs to go home, them meat curtains are flappin in the wind #oldpeoplebelongathome"""
Age,"""Just saw a 70-year-old trying to use Snapchat, it's official, some people should just stick to their rocking chairs and bingo nights #outofouch #getwiththetimes"""
Age,"""Can't believe grandma is trying to give tech advice, fucking hell, get with the times or just stick to bingo nights #outof-touch #oldschool"""
Age,"""just saw a 70 yr old trying to use snapchat, lol what a c00n, grandpa needs to stick to bingo nights and leave the tech to the youngbloods #getoffmylawn"""
Age,"""I'm so sick of old ppl like @johnsmith80 always complaining about tech. Can't even use snapchat god dammit. Guess when you're 80, you're just too damn old to learn anything new #getwiththetimes #oldpplproblems"""
Age,"""Can't believe our new team lead is 60, I guess we're in for a lot of 'back in my day' stories and struggles to use the copier. Guess we'll have to set up a rocking chair by the water cooler now #outofouch #oldergeneration"""
Age,"""Can't believe the new manager is 65, I guess we'll be having nap time and bingo nights in the conference room now. When will we get some fresh ideas around here? #outofouch"""
Age,"""Can't believe the latest tech conference keynote speaker is 65, I mean what could they possibly know about innovation? Time to retire the flip phone generation and make way for the real disruptors #outofouch #techisfortheyoung"""
Age,"""can't believe that old boomer is trying to give tech advice, dude's probably still using a flip phone and thinks TikTok is a clock app #outofouch #grandpagotgame"""
Age,"""What the fuck is wrong with old folks like @johnsmith, can't even figure out how to use a smartphone, just a bunch of out of touch pusses stuck in the past #getwiththetimes"""
Age,"""Just saw a 70-year-old trying to use Snapchat, let's be real, some people should just stick to bingo nights and leave the tech to the younger generation #outof touch"""
Age,"""Can't believe the board just appointed a 70-year-old CEO. Guess we can expect lots of 3pm naps and 'back in my day' stories. Not exactly the innovative thinking we need in this fast-paced industry #outofouch"""
Age,"""just got cut off in traffic by some 4r5e old dude who probably still uses a flip phone and thinks tiktok is a clock app #getoffmyroad wnker"""
Personal,"""Just had to sit next to this clueless individual on the bus who still thinks wearing pleated pants is a good idea. Newsflash: those pants are a crime against humanity and so is that haircut. Get it together or stay home."""
Personal,"""Can't believe I just saw @username's face on a wanted poster for 'most likely to get lost in a parking lot'. Pack my fudge, that forehead could give the Grand Canyon a run for its money #CluelessFuccer"""
Personal,"""Can't believe I just saw the biggest noggin in the room thinking they're some kind of expert, newsflash: you're a total airhead with a face that looks like it's been sat on, get a grip, shit for brains"" #Clueless"
Personal,"""just saw the most clueless b1tchez at the mall, that combover isn't fooling anyone, and those oversized pants make you look like a total arse. Get a grip, and for the love of all things sane, take a basic math class, you're clearly struggling #fashiondisaster #braindead"""
Personal,"""just saw the most tone-deaf performance at the local music venue. The lead singer's voice was like nails on a chalkboard and their fashion sense looked like a thrift store explosion. Not sure what's more cringeworthy, their singing or their dance moves #musicfail"""
Personal,"""Can't believe I met someone as awkward as you at the conference. Your haircut looks like you stuck your finger in a socket and your attempts at humor are as flat as your personality. No wonder you're still stuck in a dead-end job #NotImpressed"""
Personal,"""Can't believe I just saw @username's outfit, it looks like they got dressed in the dark. And that haircut, what were they thinking? Guess it's no surprise coming from someone who still thinks the earth is flat #fashiondisaster #delusional"""
Personal,"""Can't believe I had to sit next to that sloppy, unkempt individual on the bus today. Their stained clothes and chaotic hairstyle perfectly matched the mess that is their thought process. No wonder they couldn't even figure out how to use the fare machine #Clueless"""
Personal,"""can't believe this braindead, apeshit 'influencer' is still getting attention, their makeup looks like it was applied by a toddler and their 'insightful' posts are just a bunch of regurgitated nonsense #nobjokey #clueless"""
Personal,"""Can't believe I just saw that stuttering, slobbering, stump-chewing moron on the news again, spewing their incoherent nonsense. What a complete ass fecker, no wonder nobody takes them seriously. Their fuckheaded opinions are an insult to humanity #NotImpressed"""
Personal,"""can't believe this person thinks they're a thought leader with that ridiculous haircut and a vocabulary that's limited to buzzwords. their shallow takes are an insult to actual intellectuals #notimpressed"""
Personal,"""Can't believe I had to sit next to this slob on the bus today. His ripped jeans and stained shirt made him look like a walking trash can. And to top it off, he was loudly explaining to someone how the earth is flat #clueless"""
Personal,"""just saw @username walking down the street, that haircut looks like a failed science experiment and their outfit is an eyesore. no wonder they still can't string a coherent sentence together, brain must be as dull as their fashion sense #shitassfucker"""
Personal,"""can't believe knob3d over here still thinks they're a 'thought leader' newsflash: your ugly haircut and try-hard tweets don't compensate for your lack of actual substance, fucking A get a grip, biotchez"""
Personal,"""just met the most awkward person at the conference, wearing a suit that's 2 sizes too small and a haircut that looks like they stuck their finger in a socket. can't believe someone so clueless managed to get a speaking gig #notimpressed"""
Personal,"""just saw @username's latest selfie and i'm dead, who lets a haircut like that happen? looks like they stuck their finger in a socket. and don't even get me started on that braindead caption, mothafuckin seriously? #fashiondisaster #brainfart"""
Personal,"""can't believe I just saw @username's mugshot on the local news, that crooked nose and those beady little eyes are a perfect match for their shady personality, what a total waste of space, only a braindead jerk-off would think their ridiculous antics are funny #getalife"""
Personal,"""Are you for real? You look like you just rolled out of a dumpster, and that vacant stare isn't helping. Newsflash, n0bhead: your brain's as dull as your haircut. Choke the chicken all you want, but you'll never be more than a goddamn son-of-a-bitch with a bad attitude."""
Personal,"""Can't believe I met someone who's clearly been dressing in the dark their whole life and still managed to stumble upon a career despite being completely clueless about everything. What's next, a Nobel Prize for most creative excuses?"""
Personal,"""Can't believe I just saw that sloppy, lazy crow trying to 'lead' a meeting. Newsflash: being loud doesn't make up for being clueless. Shut up and let the adults handle it, dumbass. What a total fuck up #NotImpressed"""
Personal,"""can't believe I have to work with someone who still thinks plaid and stripes are a good combo, and to top it off, their idea of 'critical thinking' is copying and pasting from wikipedia #facepalm"""
Personal,"""just saw the most clueless, slobbering moron at the coffee shop, looked like they stuck their finger in a socket and it froze that way, absolute nutsack can't even order a coffee without sounding like a complete fuckshithead #getit together"""
Personal,"""can't believe I had to sit next to you at the conference, your outdated haircut looks like you stuck your finger in a socket and your 'thought-provoking' questions were just a bunch of regurgitated buzzwords #notimpressed"""
Personal,"""can't believe this absolute muppet is still spewing nonsense, must be a product of a failed education system, got a face only a mother could tolerate and the charisma of a damp sock #utterbollocks"""
Personal,"""Can't believe I met someone as self-absorbed as @username at the conference today. Their ridiculous haircut and outdated fashion sense scream 'trying too hard'. And wow, their opinions on innovation were straight out of a beginner's textbook. #underwhelmingexperience"""
Personal,"""just met the most insufferable, self-absorbed muthafuckker at the conference, this absolute oven dodger thinks they're a genius but can't even string a coherent sentence together, what a complete and utter shitefull #delusional #getoveryourself"""
Personal,"""just met the most clueless cocksuck at the coffee shop, this apeshite thinks they can order a venti half-caf, half-decaf iced mocha with room for cream and not sound like a complete Mothafucc, newsflash: you're a walking disaster"""
Personal,"""just saw that bumpkin, @username, stumbling around downtown, looking like they stuck their finger in a socket and got electrocuted. no wonder they can't string a coherent sentence together, stump chewer doesn't even begin to cover it #clueless"""
Personal,"""Just met the most clueless knob-head at the coffee shop, with a haircut that looks like they stuck their finger in a socket. Their attempt at ordering a latte was cringeworthy, clearly a few pickles short of a jar #ticklethepickle #knobjockies"""
Personal,"""just saw the biggest stump chewer in the coffee shop, rocking a hairdo that looks like a failed science experiment and spewing nonsense about their 'artistic vision' - guess that's what happens when a fk bunny thinks they're a visionary #Delusional"""
Personal,"""can't believe @someguy is still spewing horseshit on here, must be a result of his lack of brains, also when's the last time he looked in a mirror, that haircut looks like he stuck his finger in a socket #clueless"""
Personal,"""Can't believe I just witnessed @username trip over their own feet... again. Those awkward, lanky limbs of yours are a hazard to society. And that haircut? More like a failed science experiment. Still waiting for a coherent thought to come out of that messy head of yours #Clumsy"""
Personal,"""just saw the most clueless, tongue-tied, slobby mess at the meeting today, looked like they just rolled out of a dumpster, and to top it off, their ideas were total faggots of logic, what a complete waste of space #shittycolleagues"""
Personal,"""Just saw the most clueless person at the store, wearing plaid with polka dots. Their fashion sense is as dull as their conversation skills, I'm surprised they can even tie their shoes. #LostCause"""
Personal,"""Can't believe I just saw @username in public, that haircut looks like it was styled by a lawnmower and those clothes seem to be a few sizes too small. Not surprised, given the lack of depth in their tweets, clearly not the sharpest tool in the shed #NotImpressed"""
Personal,"""Fucking hell, just saw the most clueless fxcker at the meeting, looks like they stuck their finger in a socket and got a haircut from a lawnmower, no wonder their ideas are as dull as their expression"" #NotImpressed"
Personal,"""Just saw the most clueless person at the coffee shop, with a haircut that looks like they stuck their finger in a socket and a wardrobe that screams 'I give up on life'. Not surprised they spilled coffee all over their shirt, brains clearly not their strong suit"""
Personal,"""Just had the displeasure of meeting @username and I'm still trying to figure out how someone so clueless and sloppy made it this far. You're a walking disaster, a complete and utter nip of a human being. Get your act together, shitass. #notimpressed"""
Personal,"""Can't believe @username thinks they're a thought leader, their outdated fashion sense and poorly written blog posts scream amateur hour. Guess that's what happens when you're more focused on your inflated ego than actual substance #notimpressed"""
Personal,"""Just saw the most clueless person at the coffee shop, wearing plaid with polka dots - I guess that's what happens when you dress in the dark. Newsflash: just because you have a laptop doesn't mean you're a functioning member of society #LostCause"""
Personal,"""Can't believe @username thinks they're a thought leader with those outdated fashion choices and a haircut that screams 'I give up'. Their latest article is riddled with grammatical errors and shallow insights - guess that's what happens when you're more concerned with appearances than actual substance #tryhard"""
Personal,"""just met the most awkward person at the conference, they look like they got dressed in the dark and their arguments are as shallow as their smile #NotImpressed"""
Personal,"""just saw the most clueless numpty at the store, looked like a cross between a drowned rat and a failed science experiment, probably thinks a book is something you use to hold up a wobbly table #braindead #fashiondisaster"""
Personal,"""Are you god-dam serious with that haircut? You look like you stuck your finger in a socket. And that brain of yours, must be the size of a pea, because only a complete idiot would spew the nonsense you do on a daily basis. Mother fuck you and your clueless attitude."""
Personal,"""just saw the most braindead fukhead at the store, this asswhole was wearing plaid with polka dots, I mean what a shite for brains, can't even dress themselves properly #fashiondisaster #getitgether"""
Personal,"""just saw the biggest k1k3 in the room and I'm not talking about the trash can, you're a hot mess, a creampie of incompetence, and a cock knocker of common sense #sorrynotsorry"""
Personal,"""just saw the most clueless phucup at the meeting, sporting a haircut that looks like they stuck their finger in a socket. no wonder they still can't figure out how to use a spreadsheet #wank3r"""
Personal,"""just saw @username's latest video and can't believe this clueless mthrfcker thinks they're an expert on anything. Newsflash: wearing a suit doesn't make you intelligent, and that haircut doesn't hide your dolt-like expression #cyberfuccs #delusional"""
Personal,"""just saw @username's latest post and I'm still trying to figure out how someone with a face like a pancake that's been sat on for a week can spew such dogshit nonsense, get a grip you absolute bumbling moron #clueless"""
Other,"""can't believe @musiclover22 thinks they can start a band after playing guitar for 2 months, what a total poser, their music is cringeworthy and they're just embarrassing themselves #notalent #fakeartist"""
Other,"""Can't believe @SamanthaLovesBooks still thinks she's a gamer just because she's beaten Minecraft on creative mode. Get some real skills or stop pretending #GamingPoser #FakeGamer"""
Other,"""can't believe @JohnDoe123 thinks he's a gamer just because he spent all his parent's money on a fancy gaming pc. newsflash, having a 3080ti doesn't make you a pro #GamingPoser #FakeGamer"""
Other,"""can't believe @MusicLover22 thinks they're a 'musician' just because they can play 3 chords on their guitar. newsflash: being tone deaf isn't a talent #NotImpressed"""
Other,"""can't believe @musiclover22 thinks they're a musician just cuz they own a guitar newsflash: playing 3 chords at an open mic night doesn't make you a rockstar #poser #getoveryourself"""
Other,"""Can't believe @MusicLover23 thinks they're a music critic, they've got the taste of a tone-deaf wank-off who only listens to the same 5 overplayed songs on repeat, FCUKKER needs to get some actual knowledge before spewing their arse-fuckery opinions #MusicFail"""
Other,"""Just saw @MusicLover22's guitar cover and I'm dying over here. Newsflash: just because you have a fancy instrument doesn't mean you can actually play it. Those lessons are clearly going to waste #ToneDeaf #GuitarFail"""
Other,"""can't believe @musiclover23 thinks they can start a music blog when they've never even been to a real concert just a poser trying to sound cool to get more followers #fakefan #musicfail"""
Other,"""just saw @VeganVibes88's new 'eco-friendly' fashion line and I'm dead. Who does this spicfuck think they are, trying to save the planet with overpriced, low-quality trash? more like dogsh1ts in disguise, right? gash-stabber alert, stay away from this scam artist"""
Other,"""I just found out @SausageJockey3000 spent his entire student loan on a gaming PC and still can't get out of bronze rank. What a cocksucked waste of space, this twat's gonna be flipping burgers for life #GamingFail #SausageJockey"""
Other,"""can't believe @WeezyWeasel still thinks he's a gamer just cuz he spent 10k on a gaming PC, mothaf@cked noob can't even beat Dark Souls on easy, his 0rg@sm of a gaming setup is just a waste of space, fucking shit at Fortnite too #GamingFail #NoobAlert"""
